price,area,rooms,built,type,town,zip,centre_km,sold,quarter,date,lat,lon
3198000,128,5,1970,villa,Tranbjerg J,8310,9.3,2024,2024Q2,2024-04-08,56.087,10.129
4875000,160,5,2009,villa,Lystrup,8520,8.8,2024,2024Q2,2024-04-09,56.235,10.192
3400000,136,5,1999,villa,Malling,8340,13.1,2024,2024Q2,2024-04-09,56.039,10.207
7100000,146,4,1984,villa,Risskov,8240,5.7,2024,2024Q2,2024-04-09,56.199,10.262
4050000,154,6,1979,villa,Viby J,8260,6.0,2024,2024Q2,2024-04-09,56.129,10.127
5350000,193,6,2010,villa,Tilst,8381,6.3,2024,2024Q2,2024-04-09,56.189,10.127
4920000,201,5,2011,villa,Skødstrup,8541,13.1,2024,2024Q2,2024-04-09,56.266,10.292
3730000,153,5,2016,townhouse,Lystrup,8520,9.0,2024,2024Q2,2024-04-09,56.237,10.192
2550000,104,4,2012,townhouse,Viby J,8260,10.1,2024,2024Q2,2024-04-09,56.124,10.058
2800000,130,3,1964,villa,Lystrup,8520,8.8,2024,2024Q2,2024-04-09,56.236,10.223
4365000,95,5,1935,villa,Aarhus N,8200,2.2,2024,2024Q2,2024-04-09,56.175,10.199
3600000,109,4,1992,townhouse,Aarhus V,8210,2.5,2024,2024Q2,2024-04-09,56.171,10.179
2050000,81,3,1991,townhouse,Skødstrup,8541,13.3,2024,2024Q2,2024-04-09,56.263,10.307
3250000,104,3,1963,villa,Lystrup,8520,8.7,2024,2024Q2,2024-04-09,56.234,10.222
5000000,128,5,1930,villa,Højbjerg,8270,5.1,2024,2024Q2,2024-04-09,56.12,10.161
2680000,96,4,2003,townhouse,Beder,8330,11.5,2024,2024Q2,2024-04-10,56.054,10.215
2800000,96,5,1960,townhouse,Højbjerg,8270,4.8,2024,2024Q2,2024-04-10,56.122,10.166
7400000,180,6,1994,villa,Risskov,8240,4.9,2024,2024Q2,2024-04-10,56.196,10.247
6800000,153,6,1990,townhouse,Risskov,8240,5.2,2024,2024Q2,2024-04-10,56.198,10.252
2975000,120,3,2015,villa,Malling,8340,14.2,2024,2024Q2,2024-04-10,56.03,10.186
3125000,128,4,1970,townhouse,Lystrup,8520,9.3,2024,2024Q2,2024-04-10,56.239,10.236
4400000,145,5,2008,villa,Lystrup,8520,9.2,2024,2024Q2,2024-04-10,56.239,10.195
2745000,149,6,1963,villa,Tilst,8381,6.8,2024,2024Q2,2024-04-10,56.189,10.118
3375000,136,5,2015,townhouse,Hasselager,8361,8.6,2024,2024Q2,2024-04-10,56.116,10.092
6900000,207,4,2006,villa,Lystrup,8520,9.0,2024,2024Q2,2024-04-10,56.237,10.215
3850000,147,4,1954,villa,Risskov,8240,3.8,2024,2024Q2,2024-04-10,56.19,10.221
2900000,120,6,1972,villa,Skødstrup,8541,13.7,2024,2024Q2,2024-04-10,56.258,10.336
2900000,134,4,2012,townhouse,Solbjerg,8355,14.2,2024,2024Q2,2024-04-11,56.047,10.091
5500000,152,8,1950,villa,Aarhus N,8200,2.8,2024,2024Q2,2024-04-11,56.181,10.2
10800000,149,6,1962,villa,Højbjerg,8270,5.5,2024,2024Q2,2024-04-11,56.107,10.221
4900000,160,5,2009,villa,Lystrup,8520,9.0,2024,2024Q2,2024-04-11,56.236,10.191
5200000,184,5,2018,villa,Skødstrup,8541,13.6,2024,2024Q2,2024-04-11,56.264,10.317
3850000,170,5,2022,villa,Sabro,8471,16.4,2024,2024Q2,2024-04-11,56.225,9.976
3375000,138,5,1969,villa,Tranbjerg J,8310,9.7,2024,2024Q2,2024-04-11,56.084,10.125
4075000,125,5,1929,villa,Aarhus V,8210,2.7,2024,2024Q2,2024-04-11,56.165,10.17
3795000,128,5,1986,townhouse,Risskov,8240,5.4,2024,2024Q2,2024-04-11,56.205,10.21
4325000,99,4,1955,townhouse,Aarhus V,8210,3.2,2024,2024Q2,2024-04-11,56.165,10.162
5485000,120,5,1954,townhouse,Risskov,8240,4.0,2024,2024Q2,2024-04-12,56.192,10.223
4400000,158,4,2018,villa,Egå,8250,9.5,2024,2024Q2,2024-04-12,56.23,10.288
9150000,126,4,1852,townhouse,Risskov,8240,3.6,2024,2024Q2,2024-04-12,56.187,10.231
3300000,142,5,1972,villa,Tilst,8381,7.2,2024,2024Q2,2024-04-13,56.179,10.101
3100000,136,4,2013,townhouse,Hasselager,8361,10.7,2024,2024Q2,2024-04-13,56.108,10.062
3150000,112,4,2004,townhouse,Beder,8330,11.4,2024,2024Q2,2024-04-13,56.054,10.215
2000000,112,4,1968,villa,Skødstrup,8541,14.9,2024,2024Q2,2024-04-14,56.278,10.312
3055000,151,6,1959,villa,Hjortshøj,8530,10.2,2024,2024Q2,2024-04-14,56.244,10.261
2450000,153,3,1962,villa,Solbjerg,8355,15.2,2024,2024Q2,2024-04-14,56.034,10.102
4300000,150,5,2019,townhouse,Brabrand,8220,7.3,2024,2024Q2,2024-04-14,56.156,10.093
3320000,126,4,2017,townhouse,Mårslet,8320,8.9,2024,2024Q2,2024-04-14,56.084,10.15
2450000,85,3,2000,townhouse,Lystrup,8520,9.8,2024,2024Q2,2024-04-14,56.243,10.241
1950000,131,4,1961,villa,Harlev J,8462,13.1,2024,2024Q2,2024-04-14,56.151,9.999
3175000,133,3,1974,villa,Lystrup,8520,9.1,2024,2024Q2,2024-04-15,56.236,10.246
3700000,100,4,1959,townhouse,Risskov,8240,3.9,2024,2024Q2,2024-04-15,56.191,10.222
13900000,206,7,1984,villa,Højbjerg,8270,5.5,2024,2024Q2,2024-04-15,56.108,10.228
2350000,125,5,1980,townhouse,Hasselager,8361,8.7,2024,2024Q2,2024-04-15,56.11,10.099
4555000,137,4,1953,villa,Risskov,8240,4.1,2024,2024Q2,2024-04-15,56.194,10.221
6800000,151,6,2017,villa,Åbyhøj,8230,3.7,2024,2024Q2,2024-04-15,56.157,10.151
2850000,128,5,1980,villa,Solbjerg,8355,15.0,2024,2024Q2,2024-04-15,56.039,10.091
3300000,151,5,2020,villa,Hjortshøj,8530,15.1,2024,2024Q2,2024-04-15,56.292,10.217
3500000,103,4,1960,villa,Aarhus V,8210,3.1,2024,2024Q2,2024-04-15,56.164,10.163
3650000,121,5,1927,villa,Aarhus V,8210,3.8,2024,2024Q2,2024-04-15,56.162,10.151
2300000,61,2,1981,townhouse,Åbyhøj,8230,2.5,2024,2024Q2,2024-04-15,56.156,10.171
3350000,152,5,1971,villa,Mårslet,8320,9.9,2024,2024Q2,2024-04-16,56.072,10.165
3325000,189,7,1958,villa,Tilst,8381,7.0,2024,2024Q2,2024-04-16,56.19,10.115
2490000,104,3,2008,townhouse,Viby J,8260,10.0,2024,2024Q2,2024-04-16,56.126,10.059
3175000,142,4,2017,villa,Trige,8380,12.0,2024,2024Q2,2024-04-16,56.257,10.138
6998000,141,5,1960,villa,Højbjerg,8270,4.6,2024,2024Q2,2024-04-16,56.118,10.184
3100000,196,6,1986,villa,Solbjerg,8355,15.0,2024,2024Q2,2024-04-16,56.038,10.095
4250000,160,5,1970,villa,Risskov,8240,5.7,2024,2024Q2,2024-04-16,56.208,10.215
4094000,82,4,1946,villa,Åbyhøj,8230,3.8,2024,2024Q2,2024-04-16,56.151,10.15
5505000,147,5,1914,townhouse,Åbyhøj,8230,2.6,2024,2024Q2,2024-04-16,56.154,10.17
4750000,213,8,1990,villa,Risskov,8240,6.1,2024,2024Q2,2024-04-16,56.209,10.242
7300000,162,7,1947,villa,Aarhus N,8200,2.3,2024,2024Q2,2024-04-17,56.178,10.212
2930000,121,4,1983,villa,Tilst,8381,6.1,2024,2024Q2,2024-04-17,56.179,10.121
5125000,123,4,2012,townhouse,Risskov,8240,3.3,2024,2024Q2,2024-04-17,56.185,10.225
3499000,140,5,2015,townhouse,Skødstrup,8541,13.2,2024,2024Q2,2024-04-17,56.266,10.298
7100000,143,4,1928,villa,Viby J,8260,3.3,2024,2024Q2,2024-04-17,56.133,10.179
4105000,104,4,1945,townhouse,Risskov,8240,4.6,2024,2024Q2,2024-04-17,56.198,10.217
3750000,151,5,1985,villa,Beder,8330,10.5,2024,2024Q2,2024-04-17,56.062,10.199
4500000,120,4,1956,townhouse,Aarhus V,8210,3.2,2024,2024Q2,2024-04-17,56.171,10.166
2725000,192,6,1966,villa,Brabrand,8220,5.1,2024,2024Q2,2024-04-18,56.16,10.129
2200000,133,5,1905,villa,Solbjerg,8355,15.7,2024,2024Q2,2024-04-18,56.04,10.067
2575000,124,4,2008,townhouse,Sabro,8471,12.7,2024,2024Q2,2024-04-18,56.215,10.035
3775000,166,3,1904,villa,Tranbjerg J,8310,8.3,2024,2024Q2,2024-04-18,56.095,10.136
3320000,110,4,1972,villa,Mårslet,8320,10.0,2024,2024Q2,2024-04-18,56.072,10.158
5925000,145,6,1961,villa,Åbyhøj,8230,3.8,2024,2024Q2,2024-04-18,56.151,10.151
2151000,104,4,1917,villa,Lystrup,8520,8.3,2024,2024Q2,2024-04-18,56.23,10.232
4100000,140,4,1974,villa,Egå,8250,10.2,2024,2024Q2,2024-04-18,56.233,10.303
2825000,93,4,2001,townhouse,Aarhus N,8200,4.8,2024,2024Q2,2024-04-18,56.198,10.19
2695000,118,4,1985,villa,Hasselager,8361,9.6,2024,2024Q2,2024-04-18,56.108,10.084
2900000,102,5,2017,townhouse,Mårslet,8320,9.6,2024,2024Q2,2024-04-19,56.075,10.16
2825000,121,4,1972,villa,Tilst,8381,6.9,2024,2024Q2,2024-04-19,56.179,10.107
3700000,91,5,1957,villa,Højbjerg,8270,4.5,2024,2024Q2,2024-04-19,56.117,10.2
7150000,238,5,2000,villa,Egå,8250,10.8,2024,2024Q2,2024-04-19,56.237,10.309
3248000,155,6,1978,villa,Tranbjerg J,8310,11.7,2024,2024Q2,2024-04-20,56.065,10.118
5400000,93,5,1913,villa,Viby J,8260,3.0,2024,2024Q2,2024-04-20,56.136,10.18
4450000,168,6,1978,villa,Mårslet,8320,10.8,2024,2024Q2,2024-04-20,56.063,10.16
5500000,166,5,1908,villa,Aarhus C,8000,1.4,2024,2024Q2,2024-04-20,56.167,10.197
1050000,88,4,1916,villa,Hasselager,8361,8.9,2024,2024Q2,2024-04-20,56.106,10.1
3650000,92,4,1961,villa,Egå,8250,8.7,2024,2024Q2,2024-04-21,56.219,10.295
4675000,150,5,1952,villa,Risskov,8240,4.9,2024,2024Q2,2024-04-21,56.198,10.239
2420000,90,4,1982,townhouse,Aarhus V,8210,4.9,2024,2024Q2,2024-04-21,56.175,10.138
2998000,117,4,2012,townhouse,Mårslet,8320,11.3,2024,2024Q2,2024-04-22,56.06,10.158
3600000,125,4,2000,villa,Hasselager,8361,9.3,2024,2024Q2,2024-04-22,56.111,10.085
4998000,155,6,1969,townhouse,Egå,8250,8.9,2024,2024Q2,2024-04-22,56.223,10.293
3575000,169,4,1990,villa,Egå,8250,9.5,2024,2024Q2,2024-04-22,56.23,10.288
6850000,187,7,1967,villa,Egå,8250,8.2,2024,2024Q2,2024-04-22,56.215,10.29
2150000,134,4,1967,villa,Solbjerg,8355,15.6,2024,2024Q2,2024-04-22,56.04,10.073
4075000,101,6,1953,villa,Aarhus V,8210,3.3,2024,2024Q2,2024-04-22,56.171,10.165
4000000,178,5,1967,villa,Lystrup,8520,8.9,2024,2024Q2,2024-04-22,56.236,10.223
2825000,122,4,1980,villa,Lystrup,8520,10.4,2024,2024Q2,2024-04-22,56.249,10.24
11225000,195,6,1968,villa,Risskov,8240,5.9,2024,2024Q2,2024-04-23,56.2,10.265
5800000,200,5,1930,villa,Risskov,8240,5.0,2024,2024Q2,2024-04-23,56.196,10.248
2400000,125,4,1955,villa,Tilst,8381,6.3,2024,2024Q2,2024-04-23,56.186,10.123
4100000,184,6,1971,villa,Beder,8330,11.0,2024,2024Q2,2024-04-23,56.057,10.215
4300000,180,5,1980,villa,Lystrup,8520,9.4,2024,2024Q2,2024-04-23,56.239,10.244
5000000,168,3,2012,villa,Skødstrup,8541,13.1,2024,2024Q2,2024-04-23,56.266,10.293
3150000,128,4,1972,villa,Harlev J,8462,13.3,2024,2024Q2,2024-04-23,56.143,9.998
5625000,164,6,1959,villa,Risskov,8240,5.6,2024,2024Q2,2024-04-23,56.202,10.251
1800000,77,3,1980,townhouse,Hasselager,8361,9.9,2024,2024Q2,2024-04-23,56.105,10.08
2000000,88,3,1920,villa,Skødstrup,8541,15.5,2024,2024Q2,2024-04-23,56.284,10.313
2900000,87,4,1987,townhouse,Risskov,8240,5.4,2024,2024Q2,2024-04-23,56.205,10.21
2700000,100,5,1973,townhouse,Lystrup,8520,9.3,2024,2024Q2,2024-04-24,56.239,10.237
2700000,133,5,1971,villa,Tilst,8381,7.2,2024,2024Q2,2024-04-24,56.181,10.103
4825000,125,4,1999,villa,Egå,8250,11.6,2024,2024Q2,2024-04-24,56.239,10.328
2500000,113,3,1959,townhouse,Malling,8340,12.7,2024,2024Q2,2024-04-24,56.043,10.194
2200000,96,5,1970,villa,Solbjerg,8355,12.6,2024,2024Q2,2024-04-24,56.061,10.103
3595000,116,4,1983,villa,Tranbjerg J,8310,7.9,2024,2024Q2,2024-04-24,56.099,10.137
2850000,116,4,1985,townhouse,Højbjerg,8270,5.9,2024,2024Q2,2024-04-25,56.107,10.179
2850000,167,5,1968,villa,Lystrup,8520,8.9,2024,2024Q2,2024-04-25,56.235,10.24
3900000,182,6,2013,townhouse,Hasselager,8361,8.7,2024,2024Q2,2024-04-25,56.114,10.094
3225000,185,6,1960,villa,Risskov,8240,5.2,2024,2024Q2,2024-04-25,56.201,10.238
3100000,148,5,1968,villa,Skødstrup,8541,12.7,2024,2024Q2,2024-04-25,56.261,10.293
6600000,173,5,1970,villa,Risskov,8240,5.6,2024,2024Q2,2024-04-25,56.201,10.254
5495000,183,6,2007,villa,Lystrup,8520,9.8,2024,2024Q2,2024-04-26,56.242,10.25
6750000,123,5,1961,villa,Risskov,8240,4.0,2024,2024Q2,2024-04-26,56.192,10.226
3700000,150,5,1959,villa,Risskov,8240,5.4,2024,2024Q2,2024-04-26,56.202,10.241
1900000,144,5,1965,villa,Hjortshøj,8530,14.4,2024,2024Q2,2024-04-26,56.286,10.218
1750000,62,2,1989,townhouse,Lystrup,8520,9.7,2024,2024Q2,2024-04-27,56.242,10.244
2925000,51,2,1927,townhouse,Aarhus C,8000,1.2,2024,2024Q2,2024-04-27,56.151,10.195
5480000,122,4,1934,villa,Aarhus V,8210,3.0,2024,2024Q2,2024-04-27,56.169,10.168
4500000,142,6,1969,villa,Beder,8330,10.2,2024,2024Q2,2024-04-28,56.065,10.214
3495000,103,3,1999,townhouse,Egå,8250,10.3,2024,2024Q2,2024-04-28,56.234,10.302
4700000,136,5,1971,villa,Viby J,8260,6.2,2024,2024Q2,2024-04-28,56.134,10.12
3500000,73,3,1953,townhouse,Aarhus V,8210,2.1,2024,2024Q2,2024-04-28,56.168,10.183
5780000,149,6,1998,villa,Risskov,8240,5.5,2024,2024Q2,2024-04-28,56.206,10.207
3570000,146,6,1965,villa,Lystrup,8520,8.9,2024,2024Q2,2024-04-28,56.237,10.223
4325625,126,6,1953,villa,Højbjerg,8270,5.4,2024,2024Q2,2024-04-28,56.115,10.165
6525000,152,4,1936,villa,Åbyhøj,8230,3.6,2024,2024Q2,2024-04-28,56.154,10.153
2925000,134,4,2010,townhouse,Solbjerg,8355,14.3,2024,2024Q2,2024-04-29,56.047,10.091
3220000,96,4,1986,townhouse,Aarhus N,8200,3.9,2024,2024Q2,2024-04-29,56.191,10.193
4650000,162,5,2007,villa,Viby J,8260,6.4,2024,2024Q2,2024-04-29,56.128,10.123
3075000,107,4,1949,villa,Malling,8340,12.8,2024,2024Q2,2024-04-29,56.042,10.193
7125000,212,6,2011,villa,Mårslet,8320,10.8,2024,2024Q2,2024-04-29,56.065,10.152
3525000,148,5,2016,townhouse,Lystrup,8520,9.0,2024,2024Q2,2024-04-29,56.237,10.192
5900000,180,5,2017,villa,Egå,8250,9.5,2024,2024Q2,2024-04-29,56.232,10.283
2300000,164,6,1949,villa,Skødstrup,8541,14.8,2024,2024Q2,2024-04-29,56.276,10.314
5650000,102,5,1950,villa,Viby J,8260,4.0,2024,2024Q2,2024-04-29,56.126,10.18
3075000,99,4,1956,townhouse,Risskov,8240,4.5,2024,2024Q2,2024-04-29,56.197,10.22
3595000,135,4,1972,townhouse,Risskov,8240,5.1,2024,2024Q2,2024-04-30,56.202,10.22
6498000,163,6,1933,villa,Åbyhøj,8230,3.2,2024,2024Q2,2024-04-30,56.157,10.159
4535000,94,5,1956,townhouse,Aarhus N,8200,2.6,2024,2024Q2,2024-04-30,56.178,10.193
5100000,112,6,1935,villa,Højbjerg,8270,4.2,2024,2024Q2,2024-04-30,56.119,10.199
2200000,105,4,1986,villa,Malling,8340,14.1,2024,2024Q2,2024-04-30,56.031,10.187
11500000,177,5,1973,villa,Risskov,8240,6.0,2024,2024Q2,2024-05-01,56.202,10.264
2655000,130,5,1971,villa,Skødstrup,8541,12.7,2024,2024Q2,2024-05-01,56.261,10.294
2950000,124,4,1976,villa,Lystrup,8520,9.1,2024,2024Q2,2024-05-01,56.235,10.249
3525000,74,3,1933,townhouse,Viby J,8260,4.7,2024,2024Q2,2024-05-01,56.125,10.161
5000000,126,4,1938,villa,Aarhus N,8200,2.4,2024,2024Q2,2024-05-02,56.176,10.195
3198000,80,4,1948,villa,Aarhus V,8210,2.9,2024,2024Q2,2024-05-02,56.176,10.178
2425000,136,5,1960,villa,Mårslet,8320,10.8,2024,2024Q2,2024-05-02,56.064,10.159
3975000,126,4,1976,villa,Brabrand,8220,6.4,2024,2024Q2,2024-05-02,56.159,10.107
14650000,238,9,1928,villa,Risskov,8240,4.4,2024,2024Q2,2024-05-02,56.194,10.236
2550000,145,5,1922,villa,Sabro,8471,13.9,2024,2024Q2,2024-05-02,56.202,10.001
3850000,155,4,2020,townhouse,Solbjerg,8355,14.1,2024,2024Q2,2024-05-02,56.048,10.092
6225000,113,4,1949,villa,Viby J,8260,3.2,2024,2024Q2,2024-05-02,56.132,10.185
1830000,86,4,1985,townhouse,Viby J,8260,6.0,2024,2024Q2,2024-05-02,56.125,10.132
2860000,134,5,1972,villa,Tilst,8381,7.1,2024,2024Q2,2024-05-02,56.176,10.101
3650000,180,6,1972,villa,Tilst,8381,6.7,2024,2024Q2,2024-05-02,56.18,10.111
2200000,113,4,1978,townhouse,Hasselager,8361,9.8,2024,2024Q2,2024-05-03,56.107,10.08
3600000,119,4,1978,townhouse,Aarhus V,8210,2.6,2024,2024Q2,2024-05-03,56.165,10.172
6000000,129,5,2014,townhouse,Risskov,8240,3.2,2024,2024Q2,2024-05-04,56.184,10.223
4395000,160,6,1981,villa,Lystrup,8520,10.4,2024,2024Q2,2024-05-04,56.249,10.24
2075000,175,7,1962,villa,Malling,8340,14.9,2024,2024Q2,2024-05-04,56.031,10.124
3687500,129,4,1979,villa,Viby J,8260,5.3,2024,2024Q2,2024-05-05,56.121,10.155
3475000,137,5,1800,villa,Mårslet,8320,9.0,2024,2024Q2,2024-05-05,56.076,10.198
4595000,96,3,1960,townhouse,Risskov,8240,3.9,2024,2024Q2,2024-05-05,56.191,10.223
2995000,114,4,2009,townhouse,Mårslet,8320,11.3,2024,2024Q2,2024-05-05,56.059,10.161
5625000,200,6,2019,villa,Skødstrup,8541,14.5,2024,2024Q2,2024-05-05,56.272,10.319
2750000,134,4,2018,townhouse,Harlev J,8462,13.7,2024,2024Q2,2024-05-05,56.141,9.991
6995000,191,5,1970,villa,Egå,8250,11.1,2024,2024Q2,2024-05-05,56.233,10.325
4615000,163,6,1968,townhouse,Aarhus V,8210,2.3,2024,2024Q2,2024-05-05,56.163,10.175
2867555,113,4,1996,villa,Tranbjerg J,8310,9.2,2024,2024Q2,2024-05-05,56.085,10.138
18200000,280,7,1970,villa,Højbjerg,8270,5.6,2024,2024Q2,2024-05-06,56.107,10.219
6798000,151,4,1964,villa,Egå,8250,8.5,2024,2024Q2,2024-05-06,56.218,10.294
7550000,190,5,1969,villa,Højbjerg,8270,4.9,2024,2024Q2,2024-05-06,56.113,10.214
4000000,120,4,1969,townhouse,Risskov,8240,5.0,2024,2024Q2,2024-05-06,56.202,10.222
2365000,100,5,1900,villa,Tilst,8381,7.1,2024,2024Q2,2024-05-06,56.191,10.114
2500000,150,6,1900,villa,Hasselager,8361,9.9,2024,2024Q2,2024-05-06,56.112,10.073
3110000,103,4,1966,villa,Aarhus N,8200,2.9,2024,2024Q2,2024-05-06,56.176,10.181
2148000,98,3,1961,villa,Sabro,8471,13.8,2024,2024Q2,2024-05-06,56.224,10.023
4250000,100,4,1970,villa,Åbyhøj,8230,3.6,2024,2024Q2,2024-05-06,56.156,10.152
5250000,188,4,2012,villa,Skødstrup,8541,15.3,2024,2024Q2,2024-05-07,56.281,10.315
3833000,157,6,1969,villa,Harlev J,8462,12.8,2024,2024Q2,2024-05-07,56.148,10.004
2300000,153,4,1961,villa,Sabro,8471,13.2,2024,2024Q2,2024-05-07,56.212,10.021
4200000,156,6,1970,villa,Skødstrup,8541,15.0,2024,2024Q2,2024-05-07,56.279,10.314
5225000,194,6,1992,villa,Viby J,8260,6.5,2024,2024Q2,2024-05-07,56.133,10.115
3250000,120,3,1963,villa,Brabrand,8220,4.4,2024,2024Q2,2024-05-09,56.155,10.14
2910000,92,4,1977,townhouse,Tranbjerg J,8310,8.4,2024,2024Q2,2024-05-09,56.091,10.145
2175000,105,4,1969,villa,Tilst,8381,8.3,2024,2024Q2,2024-05-09,56.189,10.09
2900000,111,4,2014,townhouse,Sabro,8471,11.6,2024,2024Q2,2024-05-09,56.207,10.047
4850000,150,4,1969,villa,Viby J,8260,6.2,2024,2024Q2,2024-05-09,56.131,10.122
4025000,124,3,1973,villa,Aarhus N,8200,2.7,2024,2024Q2,2024-05-09,56.176,10.184
4545000,185,5,1976,villa,Lystrup,8520,9.7,2024,2024Q2,2024-05-09,56.243,10.239
3675000,58,2,1897,villa,Aarhus C,8000,1.1,2024,2024Q2,2024-05-09,56.15,10.197
5175000,209,7,1911,villa,Brabrand,8220,6.8,2024,2024Q2,2024-05-10,56.156,10.102
7500000,190,6,1963,villa,Risskov,8240,4.9,2024,2024Q2,2024-05-10,56.196,10.246
2810500,100,4,1975,villa,Tranbjerg J,8310,8.4,2024,2024Q2,2024-05-10,56.095,10.131
5570000,164,6,1988,villa,Egå,8250,10.4,2024,2024Q2,2024-05-11,56.232,10.31
3900000,114,4,2008,townhouse,Risskov,8240,4.8,2024,2024Q2,2024-05-12,56.2,10.211
2750000,117,4,2020,townhouse,Malling,8340,14.2,2024,2024Q2,2024-05-12,56.03,10.191
6120000,193,6,1972,villa,Brabrand,8220,5.6,2024,2024Q2,2024-05-12,56.16,10.12
1498000,120,5,1930,villa,Trige,8380,11.8,2024,2024Q2,2024-05-12,56.258,10.154
2998000,164,7,1951,villa,Aarhus V,8210,3.2,2024,2024Q2,2024-05-12,56.17,10.166
6200000,154,7,1926,villa,Aarhus N,8200,2.3,2024,2024Q2,2024-05-13,56.176,10.2
3260000,111,4,1952,villa,Viby J,8260,3.5,2024,2024Q2,2024-05-13,56.132,10.174
3098000,100,4,1982,villa,Mårslet,8320,10.0,2024,2024Q2,2024-05-13,56.07,10.171
6150000,208,6,2015,villa,Skødstrup,8541,14.3,2024,2024Q2,2024-05-13,56.271,10.315
4250000,155,5,2018,villa,Solbjerg,8355,15.1,2024,2024Q2,2024-05-13,56.036,10.099
2750000,120,5,2013,townhouse,Hasselager,8361,8.6,2024,2024Q2,2024-05-13,56.113,10.096
4583000,86,3,1960,townhouse,Åbyhøj,8230,3.0,2024,2024Q2,2024-05-13,56.158,10.162
2350000,124,5,1970,villa,Hjortshøj,8530,15.8,2024,2024Q2,2024-05-13,56.299,10.214
2999000,109,5,1996,villa,Tranbjerg J,8310,9.2,2024,2024Q2,2024-05-14,56.085,10.137
7520000,145,5,1931,villa,Højbjerg,8270,5.9,2024,2024Q2,2024-05-14,56.104,10.208
3645000,112,5,1985,townhouse,Risskov,8240,5.1,2024,2024Q2,2024-05-14,56.203,10.209
3850000,131,4,1977,villa,Lystrup,8520,9.3,2024,2024Q2,2024-05-14,56.238,10.242
2350000,118,4,1969,villa,Tilst,8381,8.5,2024,2024Q2,2024-05-14,56.19,10.088
3125000,128,4,2017,townhouse,Skødstrup,8541,15.5,2024,2024Q2,2024-05-14,56.282,10.321
3400000,184,5,1962,villa,Tilst,8381,7.2,2024,2024Q2,2024-05-14,56.195,10.116
2500000,89,4,1986,townhouse,Risskov,8240,4.6,2024,2024Q2,2024-05-14,56.197,10.195
4850000,159,3,1963,villa,Højbjerg,8270,6.2,2024,2024Q2,2024-05-14,56.101,10.209
6460000,228,8,2003,villa,Egå,8250,10.7,2024,2024Q2,2024-05-14,56.236,10.309
3500000,124,4,1936,villa,Højbjerg,8270,5.2,2024,2024Q2,2024-05-15,56.117,10.166
3115000,121,4,2016,townhouse,Mårslet,8320,9.0,2024,2024Q2,2024-05-15,56.084,10.149
3100000,118,4,1923,villa,Hasselager,8361,9.2,2024,2024Q2,2024-05-15,56.102,10.1
3025000,133,4,1957,villa,Malling,8340,13.3,2024,2024Q2,2024-05-15,56.037,10.196
1400000,87,5,1900,villa,Malling,8340,13.2,2024,2024Q2,2024-05-15,56.039,10.195
4500000,104,5,1952,townhouse,Aarhus V,8210,2.6,2024,2024Q2,2024-05-16,56.163,10.17
4498000,95,4,1956,villa,Aarhus V,8210,2.9,2024,2024Q2,2024-05-16,56.162,10.165
2850000,158,4,1972,villa,Tilst,8381,7.2,2024,2024Q2,2024-05-16,56.178,10.101
1975000,155,5,1963,villa,Harlev J,8462,13.3,2024,2024Q2,2024-05-16,56.138,9.998
3750000,152,4,1898,villa,Harlev J,8462,15.1,2024,2024Q2,2024-05-16,56.111,9.981
2225000,129,5,1985,villa,Aarhus N,8200,7.7,2024,2024Q2,2024-05-16,56.221,10.165
3050000,114,4,1984,villa,Aarhus V,8210,5.7,2024,2024Q2,2024-05-16,56.177,10.126
3375000,174,8,1970,villa,Skødstrup,8541,13.6,2024,2024Q2,2024-05-16,56.265,10.311
3700000,166,6,1974,townhouse,Beder,8330,10.2,2024,2024Q2,2024-05-16,56.065,10.216
5675000,189,5,2018,villa,Skødstrup,8541,14.6,2024,2024Q2,2024-05-17,56.273,10.318
2150000,120,6,1983,townhouse,Aarhus V,8210,4.8,2024,2024Q2,2024-05-18,56.173,10.139
4200000,148,4,1900,villa,Risskov,8240,4.3,2024,2024Q2,2024-05-19,56.196,10.215
3200000,130,4,1974,villa,Lystrup,8520,9.3,2024,2024Q2,2024-05-19,56.24,10.221
4675000,145,5,1998,villa,Viby J,8260,5.0,2024,2024Q2,2024-05-19,56.129,10.147
8750000,222,9,1944,villa,Viby J,8260,2.9,2024,2024Q2,2024-05-19,56.135,10.185
3810000,126,4,2016,townhouse,Egå,8250,6.4,2024,2024Q2,2024-05-19,56.207,10.261
3465000,99,4,1982,townhouse,Højbjerg,8270,6.0,2024,2024Q2,2024-05-20,56.103,10.204
3845000,126,4,1970,villa,Aarhus V,8210,3.9,2024,2024Q2,2024-05-20,56.177,10.16
4185000,152,7,2015,townhouse,Mårslet,8320,9.4,2024,2024Q2,2024-05-20,56.076,10.164
7450000,144,6,1918,villa,Viby J,8260,3.3,2024,2024Q2,2024-05-20,56.133,10.18
3125000,124,5,1970,villa,Tranbjerg J,8310,9.2,2024,2024Q2,2024-05-20,56.087,10.131
7175000,170,5,1956,villa,Højbjerg,8270,4.4,2024,2024Q2,2024-05-20,56.12,10.187
5200000,172,7,1966,villa,Risskov,8240,5.2,2024,2024Q2,2024-05-20,56.203,10.224
6515000,137,5,1969,villa,Åbyhøj,8230,3.1,2024,2024Q2,2024-05-20,56.159,10.161
